Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,No_of_Votes,Gross,Predicted_Gross,Rating_Score
End of Watch,2012.0,A,109,"Action, Crime, Drama",7.6,68.0,228132,41003371.0,89819523.60928857,7.199999999999999
Kari-gurashi no Arietti,2010.0,U,94,"Animation, Adventure, Family",7.6,80.0,80939,19202743.0,54601067.24558258,7.8
A Star Is Born,2018.0,UA,136,"Drama, Music, Romance",7.6,88.0,334312,215288866.0,115224914.46821724,8.2
True Grit,2010.0,PG-13,110,"Drama, Western",7.6,80.0,311822,171243005.0,109843795.23279344,7.8
H忙vnen,2010.0,R,118,"Drama, Romance",7.6,65.0,38491,1008098.0,44444653.314712286,7.05
Despicable Me,2010.0,U,95,"Animation, Comedy, Crime",7.6,72.0,500851,251513985.0,155072234.00348878,7.4
50/50,2011.0,R,100,"Comedy, Drama, Romance",7.6,72.0,315426,35014192.0,110706114.20675814,7.4
Kick-Ass,2010.0,UA,117,"Action, Comedy, Crime",7.6,66.0,524081,48071303.0,160630410.9638666,7.1
Moneyball,2011.0,PG-13,133,"Biography, Drama, Sport",7.6,87.0,369529,75605492.0,123651187.30565274,8.149999999999999
La piel que habito,2011.0,R,120,"Drama, Horror, Thriller",7.6,70.0,138959,3185812.0,68483349.95075345,7.3
Zombieland,2009.0,A,88,"Adventure, Comedy, Fantasy",7.6,73.0,520041,75590286.0,159663771.4924966,7.449999999999999
Sherlock Holmes,2009.0,PG-13,128,"Action, Adventure, Mystery",7.6,57.0,583158,209028679.0,174765599.09508657,6.65
The Blind Side,2009.0,UA,129,"Biography, Drama, Sport",7.6,53.0,293266,255959475.0,105403953.14597596,6.449999999999999
The Visitor,2007.0,PG-13,104,Drama,7.6,79.0,41544,9422422.0,45175136.06374514,7.75
Seven Pounds,2008.0,UA,123,Drama,7.6,36.0,286770,69951824.0,103849673.44151556,5.6
Eastern Promises,2007.0,R,100,"Action, Crime, Drama",7.6,82.0,227760,17114882.0,89730516.21241987,7.899999999999999
Stardust,2007.0,U,127,"Adventure, Family, Fantasy",7.6,66.0,255036,38634938.0,96256768.24734294,7.1
Inside Man,2006.0,R,129,"Crime, Drama, Mystery",7.6,76.0,339757,88513495.0,116527724.34980392,7.6
Gone Baby Gone,2007.0,R,114,"Crime, Drama, Mystery",7.6,72.0,250590,20300218.0,95192986.29444408,7.4
La Vie En Rose,2007.0,PG-13,140,"Biography, Drama, Music",7.6,66.0,82781,10301706.0,55041797.42040038,7.1
Huo Yuan Jia,2006.0,PG-13,104,"Action, Biography, Drama",7.6,70.0,72863,24633730.0,52668745.37162602,7.3
The Illusionist,2006.0,U,110,"Drama, Fantasy, Mystery",7.6,68.0,354728,39868642.0,120109793.5393784,7.199999999999999
Harry Potter and the Half-Blood Prince,2009.0,UA,153,"Action, Adventure, Family",7.6,78.0,474827,301959197.0,148845544.49781203,7.699999999999999
300,2006.0,A,117,"Action, Drama",7.6,52.0,732876,210614939.0,210588205.1283988,6.4
Match Point,2005.0,R,124,"Drama, Romance, Thriller",7.6,72.0,206294,23089926.0,84594406.58558083,7.4
Watchmen,2009.0,A,162,"Action, Drama, Mystery",7.6,56.0,500799,107509799.0,155059792.10930288,6.6
Lord of War,2005.0,R,122,"Action, Crime, Drama",7.6,62.0,294140,24149632.0,105613072.67517827,6.9
Saw,2004.0,UA,103,"Horror, Mystery, Thriller",7.6,46.0,379020,56000369.0,125922072.26178467,6.1
"Synecdoche, New York",2008.0,R,124,Drama,7.6,67.0,83158,3081925.0,55132001.15324843,7.15
Mysterious Skin,2004.0,R,105,Drama,7.6,73.0,65939,697181.0,51012059.30732751,7.449999999999999
Jeux d'enfants,2003.0,R,93,"Comedy, Drama, Romance",7.6,45.0,67360,548707.0,51352057.992678165,6.05
Un long dimanche de fian莽ailles,2004.0,U,133,"Drama, Mystery, Romance",7.6,76.0,70925,6167817.0,52205045.54600346,7.6
The Station Agent,2003.0,R,89,"Comedy, Drama",7.6,81.0,67370,5739376.0,51354450.66463697,7.85
21 Grams,2003.0,UA,124,"Crime, Drama, Thriller",7.6,70.0,224545,16290476.0,88961272.17765379,7.3
Boksuneun naui geot,2002.0,R,129,"Crime, Drama, Thriller",7.6,56.0,62659,45289.0,50227262.90482903,6.6
Finding Neverland,2004.0,U,106,"Biography, Drama, Family",7.6,67.0,198677,51680613.0,82771908.35453486,7.15
25th Hour,2002.0,R,135,Drama,7.6,68.0,169708,13060843.0,75840576.95698059,7.199999999999999
The Butterfly Effect,2004.0,U,113,"Drama, Sci-Fi, Thriller",7.6,30.0,451479,57938693.0,143259134.00831997,5.3
28 Days Later...,2002.0,A,113,"Drama, Horror, Sci-Fi",7.6,73.0,376853,45064915.0,125403580.24830472,7.449999999999999
The Royal Tenenbaums,2001.0,A,110,"Comedy, Drama",7.6,76.0,266842,52364010.0,99081556.7619456,7.6
Y tu mam谩 tambi茅n,2001.0,A,106,Drama,7.6,88.0,115827,13622333.0,62948621.17557228,8.2
Harry Potter and the Sorcerer's Stone,2001.0,U,152,"Adventure, Family, Fantasy",7.6,64.0,658185,317575550.0,192717099.00065112,7.0
The Others,2001.0,PG-13,101,"Horror, Mystery, Thriller",7.6,74.0,337651,96522687.0,116023827.63527286,7.5
Blow,2001.0,R,124,"Biography, Crime, Drama",7.6,52.0,240714,52990775.0,92829983.46789694,6.4
Enemy at the Gates,2001.0,A,131,"Drama, History, War",7.6,53.0,243729,51401758.0,93551374.06348622,6.449999999999999
Minority Report,2002.0,A,145,"Action, Crime, Mystery",7.6,80.0,508417,132072926.0,156882529.60754466,7.8
The Hurricane,1999.0,R,146,"Biography, Drama, Sport",7.6,74.0,91557,50668906.0,57141606.3314755,7.5
American Psycho,2000.0,A,101,"Comedy, Crime, Drama",7.6,64.0,490062,15070285.0,152490780.22709978,7.0
Lola rennt,1998.0,UA,81,"Crime, Drama, Thriller",7.6,77.0,188317,7267585.0,80293100.20517993,7.65
The Thin Red Line,1998.0,A,170,"Drama, War",7.6,78.0,172710,36400491.0,76558857.07902348,7.699999999999999
Mulan,1998.0,U,88,"Animation, Adventure, Family",7.6,71.0,256906,120620254.0,96704197.9036454,7.35
Fear and Loathing in Las Vegas,1998.0,R,118,"Adventure, Comedy, Drama",7.6,41.0,259753,10680275.0,97385391.61032628,5.85
Dark City,1998.0,A,100,"Mystery, Sci-Fi, Thriller",7.6,66.0,187927,14378331.0,80199785.99878538,7.1
Sleepers,1996.0,UA,147,"Crime, Drama, Thriller",7.6,49.0,186734,49100000.0,79914340.23409617,6.25
Lost Highway,1997.0,A,134,"Mystery, Thriller",7.6,52.0,131101,3796699.0,66603188.325499535,6.4
Sense and Sensibility,1995.0,U,136,"Drama, Romance",7.6,84.0,102598,43182776.0,59783355.4412272,8.0
Die Hard: With a Vengeance,1995.0,A,128,"Action, Adventure, Thriller",7.6,58.0,364420,100012499.0,122428771.20188296,6.699999999999999
Dead Man,1995.0,R,121,"Adventure, Drama, Fantasy",7.6,62.0,90442,1037847.0,56874823.4080652,6.9
The Bridges of Madison County,1995.0,A,135,"Drama, Romance",7.6,69.0,73172,71516617.0,52742678.93515408,7.25
Trois couleurs: Blanc,1994.0,U,92,"Comedy, Drama, Romance",7.6,88.0,64390,1464625.0,50641434.42090368,8.2
Falling Down,1993.0,R,113,"Action, Crime, Drama",7.6,56.0,171640,40903593.0,76302841.17942786,6.6
Dazed and Confused,1993.0,U,102,Comedy,7.6,78.0,165465,7993039.0,74825366.24484622,7.699999999999999
My Cousin Vinny,1992.0,UA,120,"Comedy, Crime",7.6,68.0,107325,52929168.0,60914371.47616923,7.199999999999999
Omohide poro poro,1991.0,U,118,"Animation, Drama, Romance",7.6,90.0,27071,453243.0,41712221.937720776,8.3
Delicatessen,1991.0,R,99,"Comedy, Crime",7.6,66.0,80487,1794187.0,54492918.4730432,7.1
Home Alone,1990.0,U,103,"Comedy, Family",7.6,63.0,488817,285761243.0,152192892.56822467,6.949999999999999
The Godfather: Part III,1990.0,A,162,"Crime, Drama",7.6,60.0,359809,66666062.0,121325510.1616634,6.8
When Harry Met Sally...,1989.0,UA,95,"Comedy, Drama, Romance",7.6,76.0,195663,92823600.0,82050757.0261414,7.6
The Little Mermaid,1989.0,U,83,"Animation, Family, Fantasy",7.6,88.0,237696,111543479.0,92107875.07072008,8.2
The Naked Gun: From the Files of Police Squad!,1988.0,U,85,"Comedy, Crime",7.6,76.0,152871,78756177.0,71812035.17988718,7.6
"Planes, Trains & Automobiles",1987.0,U,93,"Comedy, Drama",7.6,72.0,124773,49530280.0,65089105.50994766,7.4
Lethal Weapon,1987.0,A,109,"Action, Crime, Thriller",7.6,68.0,236894,65207127.0,91915982.77962136,7.199999999999999
Blood Simple,1984.0,A,99,"Crime, Drama, Thriller",7.6,82.0,87745,2150000.0,56229519.780766845,7.899999999999999
On Golden Pond,1981.0,UA,109,Drama,7.6,68.0,27650,119285432.0,41850757.64413738,7.199999999999999
Mad Max 2,1981.0,A,96,"Action, Adventure, Sci-Fi",7.6,77.0,166588,12465371.0,75094063.30582356,7.65
The Warriors,1979.0,UA,92,"Action, Crime, Thriller",7.6,65.0,93878,22490039.0,57696945.49312151,7.05
The Muppet Movie,1979.0,U,95,"Adventure, Comedy, Family",7.6,74.0,32802,76657000.0,43083462.23733008,7.5
Escape from Alcatraz,1979.0,A,112,"Action, Biography, Crime",7.6,76.0,121731,43000000.0,64361254.70006955,7.6
Midnight Express,1978.0,A,121,"Biography, Crime, Drama",7.6,59.0,73662,35000000.0,52859919.86113703,6.75
Close Encounters of the Third Kind,1977.0,U,138,"Drama, Sci-Fi",7.6,90.0,184966,132088635.0,79491315.83177376,8.3
The Long Goodbye,1973.0,A,112,"Comedy, Crime, Drama",7.6,87.0,26337,959000.0,41536599.81594217,8.149999999999999
Gi霉 la testa,1971.0,PG,157,"Drama, War, Western",7.6,77.0,30144,696690.0,42447490.03067124,7.65
Kelly's Heroes,1970.0,GP,144,"Adventure, Comedy, War",7.6,50.0,45338,1378435.0,46082915.80492783,6.3
The Jungle Book,1967.0,U,78,"Animation, Adventure, Family",7.6,65.0,166409,141843612.0,75051234.47776043,7.05
A Hard Day's Night,1964.0,U,87,"Comedy, Music, Musical",7.6,96.0,40351,13780024.0,44889690.299055934,8.6
From Here to Eternity,1953.0,Passed,118,"Drama, Romance, War",7.6,85.0,43374,30500000.0,45612995.03221226,8.05
